Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,Population Less Than 18 Years,Population Less Than 18 Years - Margin of Error,Percent of Population that is Less Than 18 Years,Percent of Population that is Less Than 18 Years - Margin of Error,Population 65 Years and Over,Population 65 Years and Over - Margin of Error,Percent of Population that is 65 Years and Over,Percent of Population that is 65 Years and Over - Margin of Error,Population in Dependent Age Groups (under 18 and 65+),Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Percent of Population in Dependent Age Groups (under 18 and 65+),Percent of Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Median Age of Total Population,Median Age of Total Population - Margin of Error,"White Alone, Not Hispanic or Latino Population","White Alone, Not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White Alone, Not Hispanic or Latino","Percent of Population that is White Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is 2 or More Races, Not Hispanic or Latino","Percent of Population that is 2 or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Foreign-Born Population,Foreign-Born Population - Margin of Error,Percent of Population that is Foreign Born,Percent of Population that is Foreign Born - Margin of Error,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Shape Area,Shape Length,Predominant Race,Predominant Race Color,Percent People of Color,Population per Gross Land Acre,Gross Land Acres,Housing Units per Gross Land Acre,Percent Occupied Housing Units,Percent of Occupied Housing who are Renters,Households per Gross Land Acre,x,y
95543,53033007503,187541,0,Census Tract 75.03,Washington,King County,2275,479,0,37,0,1.62637362637363,0,45,0,1.97802197802198,0,58,0,2.54945054945055,28.6,3.4,1580,399,83,139,23,39,474,257,0,13,0,13,115,123,0,13,69.5,9.68359869267875,3.6,6.06140988332871,1,1.70101874665576,20.8,10.4101491785265,0,0.571428571428572,0,0.571428571428572,5.1,5.30080030947924,0,0.571428571428572,258,190,11.3,8.00303608389489,64609,47462,1798,240,1662,352,136,206,1662,352,285,155,1377,332,17.1,8.58988931038087,1834,118,590200,132950,412440.125,2930.28286780123,White (Non-Hispanic),719ed9,30.54945054945055,49.09112333281696,46.34239034573453,38.79817131973842,92.43604004449388,82.85198555956678,35.86349317764475,,
95544,53033007901,267231,0,Census Tract 79.01,Washington,King County,2973,418,53,61,1.8,2.03643252784493,454,190,15.3,6.01939775644861,507,200,17.1,6.28541338045058,36.8,3.5,2174,295,292,266,0,13,216,109,0,13,0,13,136,112,155,116,73.1,14.2885572597128,9.8,8.83998228078083,0,0.437268752102254,7.3,3.52115134642976,0,0.437268752102254,0,0.437268752102254,4.6,3.71192926784589,5.2,3.83230794959029,257,140,8.6,4.54949826147466,69510,22622,2163,301,2032,308,131,126,2032,308,629,171,1403,272,31,6.98596700363154,1445,392,542100,95192,587695.15625,3564.43007262331,White (Non-Hispanic),719ed9,26.87521022536159,45.022112493666434,66.0342181948533,32.755744811234614,93.94359685621822,69.04527559055119,30.77192485271786,,
95545,53033007902,431244,0,Census Tract 79.02,Washington,King County,3796,489,523,197,13.8,4.87674767025728,283,132,7.5,3.34209462337066,806,237,21.2,5.6123807741799,30.8,2.6,2090,384,592,345,49,40,617,283,0,13,0,13,292,185,156,110,55.1,7.21299680176157,15.6,8.86369239550049,1.3,1.04053784115773,16.3,7.15514624579963,0,0.342465753424658,0,0.342465753424658,7.7,4.7717475555762,4.1,2.84901907683239,590,209,15.5,5.12883627052138,75074,31394,2055,233,1930,259,125,101,1930,259,518,183,1412,216,26.8,8.77115078589469,1864,211,732200,139036,948392.4140625,4394.15363268761,White (Non-Hispanic),719ed9,44.94204425711275,35.622216145453876,106.56271312542826,19.284418909090544,93.91727493917274,73.16062176165804,18.111400727272386,,
95546,53033008003,197152,0,Census Tract 80.03,Washington,King County,4104,647,90,53,2.2,1.24428569003953,327,151,8,3.45827124025681,417,160,10.2,3.55434810175032,36.2,3.1,2156,520,181,146,0,13,978,268,0,13,191,156,336,330,262,183,52.5,9.58909378947932,4.4,3.48889780769474,0,0.316764132553606,23.8,5.3412995691614,0,0.316764132553606,4.7,3.72968679621961,8.2,7.93666887378214,6.4,4.34399807875346,1484,376,36.2,7.17225083936838,108111,60748,3030,391,2826,383,204,203,2826,383,919,270,1907,375,32.5,8.47688248803054,1732,358,555800,83878,433611.5234375,3940.71153999477,White (Non-Hispanic),719ed9,47.46588693957115,84.24108686459833,48.717320167015494,62.19553927868736,93.26732673267327,67.48053786270347,58.00811683220148,,
95547,53033008004,284626,526767,Census Tract 80.04,Washington,King County,3186,448,124,67,3.9,2.03048934508868,188,105,5.9,3.18950708608516,312,125,9.8,3.67382546935263,34.9,3.5,1990,377,57,70,0,13,748,339,0,13,0,13,250,213,141,121,62.5,7.92971912390229,1.8,2.18266226536912,0,0.408035153797866,23.5,10.1152002459846,0,0.408035153797866,0,0.408035153797866,7.8,6.59381850996143,4.4,3.74653386287604,1021,392,32,11.4489393485892,180086,22184,2412,283,2154,277,258,235,2154,277,795,220,1359,265,36.9,9.04374554096291,2229,164,633700,37124,625976.1484375,6575.69535995151,White (Non-Hispanic),719ed9,37.53923414940364,45.29904000957803,70.33261630547473,34.29418848182743,89.30348258706468,63.091922005571035,30.625904639243906,,
95548,53033008101,270324,277671,Census Tract 81.01,Washington,King County,2547,298,22,43,0.9,1.68523321261213,612,203,24,7.45787928908234,634,208,24.9,7.62950173780025,45.1,8.1,1681,198,126,137,0,13,471,261,0,13,14,24,69,49,186,101,66,0.896941040936738,4.9,5.34764517482074,0,0.510404397330192,18.5,10.0163348424193,0,0.510404397330192,0.5,0.940087853525363,2.7,1.897541666065,7.3,3.87230640298458,622,258,24.4,9.7182392297593,87820,11993,2160,197,1833,178,327,172,1833,178,288,89,1545,195,15.7,4.6094713031256,1749,240,972200,291774,594362.234375,5350.13109142663,White (Non-Hispanic),719ed9,34.00078523753435,38.12959007654742,66.79851513973126,32.33604812145364,84.86111111111111,84.28805237315876,27.440729725289135,,
95549,53033008102,556705,91220,Census Tract 81.02,Washington,King County,2645,578,138,117,5.2,4.27398196701097,243,110,9.2,3.64211126839061,381,161,14.4,5.20986118505608,40.5,4.7,1487,378,346,213,15,34,474,333,0,13,0,13,144,95,179,135,56.2,7.30111001794913,13.1,7.52848715400525,0.6,1.27945646684298,17.9,11.9652392567365,0,0.491493383742911,0,0.491493383742911,5.4,3.3889211603406,6.8,4.88502360627327,806,376,30.5,12.5593659489242,107250,58356,1764,343,1460,349,304,179,1460,349,299,157,1161,342,20.5,9.57449217947198,2241,109,1010800,412918,1223924.0078125,6651.57934690218,White (Non-Hispanic),719ed9,43.78071833648393,19.22730213892061,137.56480138968087,12.823047626864257,82.76643990929705,79.52054794520548,10.613180008629147,,
95550,53033008401,250921,0,Census Tract 84.01,Washington,King County,3073,406,161,87,5.2,2.74518700608714,504,203,16.4,6.24042607418313,665,221,21.6,6.59893257549187,32,1.6,1602,349,185,230,25,41,946,357,25,42,11,23,203,168,76,56,52.1,9.0301132780216,6,7.44216079918997,0.8,1.32986463081763,30.8,10.8820994764594,0.8,1.36250969533788,0.4,0.746958642664309,6.6,5.39685535938144,2.5,1.79279049962221,1026,347,33.4,10.3946628449611,74622,48292,2279,244,2153,274,126,129,2153,274,360,138,1793,279,16.7,6.04611506569536,1800,217,1066000,204034,551786.2578125,4195.81305719569,White (Non-Hispanic),719ed9,47.868532378782945,49.56137503849804,62.00392942312376,36.75573501878849,94.47125932426503,83.27914537854157,34.72360574613937,,
95551,53033008402,145446,0,Census Tract 84.02,Washington,King County,2574,473,0,37,0,1.43745143745144,31,68,1.2,2.63251629045059,31,77,1.2,2.98325523905102,32.2,2.5,1521,437,225,207,11,19,252,126,0,13,0,13,286,206,279,193,59.1,13.0508811243801,8.7,7.87990421745671,0.4,0.73396152410231,9.8,4.55252135849133,0,0.505050505050505,0,0.505050505050505,11.1,7.7382717832448,10.8,7.22866189315939,387,211,15,7.71773423121058,70989,10150,2375,420,2099,428,276,163,2099,428,127,89,1972,444,6.1,4.05665656287688,1732,94,414700,235918,319875.1875,2360.05892661619,White (Non-Hispanic),719ed9,40.909090909090914,71.6183905453392,35.94048931287401,66.08145980776246,88.37894736842105,93.94949976179133,58.402098583786696,,
95552,53033009801,1004708,0,Census Tract 98.01,Washington,King County,3305,422,672,166,20.3,4.2996708272019,316,162,9.6,4.7471966258855,988,232,29.9,5.89117553174442,35.7,3.5,2554,406,0,13,0,13,125,85,0,13,0,13,456,226,170,105,77.3,7.3175716331236,0,0.393343419062027,0,0.393343419062027,3.8,2.52611394626693,0,0.393343419062027,0,0.393343419062027,13.8,6.60729288177073,5.1,3.1083759102009,122,78,3.7,2.31251579312984,144688,58284,1784,227,1461,255,323,205,1461,255,919,188,542,185,62.9,6.71182188892015,1559,225,763400,84727,2206375.796875,6004.37192144036,White (Non-Hispanic),719ed9,22.723146747352494,13.312186701043236,248.26875360311743,7.185761293392174,81.89461883408072,37.097878165639976,5.884751821550429,,
95553,53033009802,922319,0,Census Tract 98.02,Washington,King County,4035,912,816,443,20.2,9.98219604213896,538,164,13.3,2.72720943556695,1354,472,33.6,8.90563939605889,36.7,2.8,3121,881,241,251,0,13,185,100,0,13,0,13,252,157,236,195,77.3,13.0800045809785,6,6.07231969892931,0,0.322180916976456,4.6,2.25125654031562,0,0.322180916976456,0,0.322180916976456,6.2,3.62587098157752,5.8,4.64839029484846,455,375,11.3,8.93737146369069,113370,31939,1817,306,1764,310,53,74,1764,310,1040,158,724,309,59,13.6957945141408,1420,74,713300,70334,2024759.5703125,5863.25409588398,White (Non-Hispanic),719ed9,22.651796778190832,17.704357889606193,227.90998832941875,7.97244567172601,97.08310401761145,41.043083900226755,7.739897724229324,,
95554,53033010101,871622,0,Census Tract 101.01,Washington,King County,4178,649,1032,309,24.7,6.3227216616366,498,151,11.9,3.10386150795352,1530,344,36.6,5.95256161362247,36.1,2.5,1445,517,1112,288,4,8,948,386,63,103,42,55,250,180,314,210,34.6,11.1472273858959,26.6,5.51576174655671,0.1,0.190900760321741,22.7,8.54011456894013,1.5,2.45414166304151,1,1.30712484330079,6,4.20681889544388,7.5,4.88886926297838,1284,371,30.7,7.4874299610461,,,1646,244,1614,250,32,54,1614,250,719,110,895,261,44.5,9.69855672811137,1047,129,622000,53045,1913350.2890625,6916.11530147364,White (Non-Hispanic),719ed9,65.414073719483,19.398048847765295,215.38248680517765,7.642218382819932,98.05589307411907,55.45229244114003,7.493645485948584,,
95555,53033010102,1623225,2170065,Census Tract 101.02,Washington,King County,4539,697,643,177,14.2,3.23641303224955,702,211,15.5,3.99615219334266,1345,275,29.6,4.00024391765549,39.2,2.7,2673,540,554,321,0,13,388,165,18,29,97,151,617,327,192,122,58.9,7.73050222896407,12.2,6.81916825216315,0,0.286406697510465,8.5,3.389895331554,0.4,0.635998596565658,2.1,3.31049905340765,13.6,6.89520513169593,4.2,2.60814902956812,330,170,7.3,3.57505568465408,139407,28441,1795,201,1734,220,61,95,1734,220,1282,227,452,162,73.9,9.131761530088,1877,637,851100,116602,3563323.359375,9871.94114714629,White (Non-Hispanic),719ed9,41.11037673496365,11.316164611359026,401.107632832047,4.475108058468705,96.6016713091922,26.066897347174162,4.323029177373111,,
95556,53033010301,1002658,0,Census Tract 103.01,Washington,King County,4344,679,1098,270,25.3,4.79819834367351,363,127,8.4,2.61557271128636,1461,298,33.6,4.4072387541908,38.1,7.1,1634,404,1564,667,0,13,736,264,32,54,0,13,259,144,119,77,37.6,7.20587391431148,36,14.2860288744122,0,0.29926335174954,16.9,5.46997638020452,0.7,1.23774974556025,0,0.29926335174954,6,3.18121919803335,2.7,1.7200643196669,1069,322,24.6,6.33638631543358,106250,37627,1523,234,1484,242,39,60,1484,242,970,171,514,231,65.4,4.3774095276509,1846,716,606700,36757,2199858.5078125,7643.87778725817,White (Non-Hispanic),719ed9,62.38489871086556,17.532941739760986,247.76218757110973,6.147023542738485,97.4392646093237,34.63611859838275,5.989614535406377,,
95557,53033010302,632167,0,Census Tract 103.02,Washington,King County,3051,629,285,112,9.3,3.12522081143609,184,105,6,3.20905474170151,469,154,15.4,3.92863502115195,33.4,1.1,2148,599,192,114,9,15,346,140,0,13,0,13,283,156,73,59,70.4,13.2205091506453,6.3,3.50400980787325,0.3,0.487866281542474,11.3,3.9483675646582,0,0.42608980662078,0,0.42608980662078,9.3,4.74201735964047,2.4,1.86982139819327,359,184,11.8,5.52141325402911,110538,17824,1763,172,1586,197,177,98,1586,197,551,141,1035,192,34.7,7.77273458471985,1772,163,662600,102128,1387267.484375,5087.77737179349,White (Non-Hispanic),719ed9,29.5968534906588,19.531166518882145,156.21186768595643,11.285954301143633,89.96029495178672,65.25851197982345,10.152877777432671,,
95558,53033010501,742016,0,Census Tract 105.01,Washington,King County,4158,541,544,240,13.1,5.51528278221176,501,173,12,3.85400117945008,1045,296,25.1,6.32334332057307,36.7,2.2,3056,535,65,83,30,50,303,196,32,42,0,13,451,269,221,162,73.5,8.60859375211292,1.6,1.98576257467099,0.7,1.19883136538558,7.3,4.61746595197694,0.8,1.0051255566548,0,0.312650312650313,10.8,6.3136544376146,5.3,3.83423927408901,846,441,20.3,10.270368521569,103409,16121,2325,163,2102,201,223,183,2102,201,736,197,1366,266,35,8.75354740062819,1823,103,644600,49577,1628333.0625,5643.05762353421,White (Non-Hispanic),719ed9,26.503126503126502,22.677178125995777,183.35614673474362,12.680240294117407,90.40860215053763,64.98572787821124,11.46402799924077,,
95559,53033010502,975912,0,Census Tract 105.02,Washington,King County,5853,1016,605,291,10.3,4.6367467394493,864,367,14.8,5.72280717934371,1469,468,25.1,6.70473747658798,38.6,1.8,4525,954,166,152,23,39,113,75,0,18,0,18,518,303,508,349,77.3,9.25038465020681,2.8,2.54986650678052,0.4,0.662824258687924,1.9,1.2367934099998,0,0.307534597642235,0,0.307534597642235,8.9,4.94363028598058,8.7,5.76927796448241,446,345,7.6,5.74408294309606,111769,25919,3130,445,3054,450,76,122,3054,450,1186,270,1868,448,38.8,6.73928027517548,1846,191,734600,108255,2141594.6875,6568.79491991029,White (Non-Hispanic),719ed9,22.689219203827097,24.270887785278546,241.15310703838878,12.979306128126064,97.57188498402556,61.165684348395544,12.664153647059743,,
95560,53033010601,1089233,0,Census Tract 106.01,Washington,King County,4498,636,651,209,14.5,4.17158612858029,608,197,13.5,3.94068982965704,1259,287,28,5.00487395705534,38,2.8,3501,668,62,102,0,13,333,226,0,13,0,13,160,103,442,244,77.8,9.97156958748377,1.4,2.25928352945552,0,0.289017341040462,7.4,4.91420058104978,0,0.289017341040462,0,0.289017341040462,3.6,2.23398703178492,9.8,5.24367194106445,537,211,11.9,4.37671425636692,140133,17186,2040,221,1975,252,65,99,1975,252,1358,233,617,162,68.8,7.88722745829827,1617,193,708300,52651,2389250.3828125,6529.90992010351,White (Non-Hispanic),719ed9,22.165406847487773,16.711539393274773,269.15533597162994,7.579266421138403,96.81372549019608,31.240506329113927,7.337770187131542,,
95561,53033010602,1505061,817134,Census Tract 106.02,Washington,King County,3906,557,612,152,15.7,3.18610486445941,517,150,13.2,3.34438707143636,1129,214,28.9,3.60938357864158,41.3,5.1,3277,487,84,85,0,13,138,93,0,13,0,13,190,150,217,166,83.9,3.50995317711121,2.2,2.15442247594416,0,0.332821300563236,3.5,2.32703807314959,0,0.332821300563236,0,0.332821300563236,4.9,3.77707937336678,5.6,4.17537854350859,624,374,16,9.30005753902072,94470,33401,2237,337,1943,320,294,154,1943,320,1118,260,825,236,57.5,9.44763056281169,1468,211,815300,86799,3301664.1875,10501.353630626,White (Non-Hispanic),719ed9,16.103430619559653,10.502578424325728,371.9086725363603,6.014917546138416,86.85739830129639,42.4601132269686,5.224400890544006,,
95562,53033011601,1554538,184845,Census Tract 116.01,Washington,King County,3247,354,634,168,19.5,4.71579272925692,591,151,18.2,4.20581327005442,1225,226,37.7,5.61492227554929,43.2,7.2,2198,290,65,55,0,13,254,184,0,13,0,13,236,139,494,304,67.7,5.03006836163061,2,1.67975215062768,0,0.400369571912535,7.8,5.60222476447645,0,0.400369571912535,0,0.400369571912535,7.3,4.20689577370375,15.2,9.21438724581612,153,71,4.7,2.12543049290501,146519,28566,1493,124,1377,152,116,81,1377,152,1029,175,348,102,74.7,9.66801295552237,1422,109,838600,55335,3406960.296875,9000.82260689587,White (Non-Hispanic),719ed9,32.30674468740376,8.452763974590876,384.1347054952115,3.8866574111685184,92.23040857334226,25.272331154684096,3.5846800101668115,,
95563,53033011602,1565825,786358,Census Tract 116.02,Washington,King County,3440,845,741,271,21.5,5.8364478893971,446,139,13,2.48689286802702,1187,305,34.5,2.60162691941877,40.1,8.2,2943,857,63,79,5,10,77,75,0,13,0,13,79,84,273,205,85.6,13.3796677407041,1.8,2.25201883803442,0.1,0.288496800082513,2.2,2.10976255340879,0,0.377906976744186,0,0.377906976744186,2.3,2.37580678334658,7.9,5.63143830983066,186,183,5.4,5.1513005527422004,116842,18242,1522,216,1478,221,44,71,1478,221,1108,210,370,135,75,8.73082055798996,1576,231,677200,40848,3433142.9453125,11025.3398828399,White (Non-Hispanic),719ed9,14.44767441860465,8.890639818022919,386.92378393583147,3.9335912218113034,97.10906701708278,25.033829499323414,3.819873735766824,,
95564,53033011801,1160802,630417,Census Tract 118.01,Washington,King County,3400,696,831,291,24.4,6.94412871976608,181,115,5.3,3.20198991061791,1012,313,29.8,6.90097778563416,34.2,2.2,912,407,395,282,0,13,839,278,21,34,0,13,529,325,704,571,26.8,10.6369461639438,11.6,7.94585105647128,0,0.382352941176471,24.7,6.42945103005584,0.6,0.991974768531921,0,0.382352941176471,15.6,9.01260187036735,20.7,16.2504314604809,1078,526,31.7,14.0432923389324,95938,27339,1353,210,1137,231,216,112,1137,231,736,214,401,143,64.7,13.464416836033,1145,138,477100,72268,2544426.3984375,6759.65297285436,White (Non-Hispanic),719ed9,73.1764705882353,11.853280607855382,286.8404210178538,4.716908430125979,84.03547671840354,35.26824978012313,3.963876485626932,,
95565,53033011802,1139611,1037832,Census Tract 118.02,Washington,King County,4500,560,1188,299,26.4,5.77539841605733,682,247,15.2,5.15468836091531,1870,388,41.6,6.89925881742691,39.2,2.5,1255,276,1891,468,103,118,408,285,13,28,123,161,243,111,464,399,27.9,5.05693518310459,42,8.98960732871029,2.3,2.60670593631872,9.1,6.23201882048467,0.3,0.621182780624241,2.7,3.5615717126673,5.4,2.37336479379897,10.3,8.77332758563471,971,238,21.6,4.55651851684602,67143,21645,2035,273,1872,280,163,99,1872,280,968,215,904,226,51.7,8.49038403644039,1269,313,534300,87536,2497081.90625,7699.99868808208,Black or African American,dc0ab4,72.11111111111111,15.979886031987807,281.6040108791831,7.226459572243375,91.99017199017199,48.29059829059829,6.6476325893069275,,
95566,53033011901,1682374,0,Census Tract 119.01,Washington,King County,4401,1157,885,261,20.1,2.68750225191994,651,264,14.8,4.56740132979704,1536,371,34.9,12.4599353659622,41.8,8.2,1010,443,580,193,77,53,1969,942,0,13,83,129,262,221,420,234,22.9,8.05741930038741,13.2,2.68843549422661,1.7,1.11297170357914,44.7,17.8829343708013,0,0.295387411951829,1.9,2.88891536564768,6,4.77146757207125,9.5,4.68782751207455,1592,940,36.2,19.1248612514938,133498,10808,1446,352,1337,375,109,97,1337,375,1159,374,178,89,86.7,13.8323746914798,1641,528,526200,105595,3684578.8515625,9238.94898477807,Asian,14915a,77.05067030220405,10.58635898734887,415.7236690404486,3.4782720053866085,92.46196403872753,13.313388182498132,3.2160786107896926,,
95567,53033011902,1580686,1217487,Census Tract 119.02,Washington,King County,3160,589,629,189,19.9,4.69119174153831,494,191,15.6,5.295569080255,1123,269,35.5,5.34676168700839,41.8,4,1325,470,780,260,27,44,846,184,0,13,0,13,99,88,83,100,41.9,12.6545030264123,24.7,6.82128228154162,0.9,1.38326726448326,26.8,3.0005778832742,0,0.411392405063291,0,0.411392405063291,3.1,2.72289713357366,2.6,3.12645759559356,1066,324,33.7,8.09882860134894,115917,22444,1442,141,1229,198,213,141,1229,198,1106,221,123,110,90,10.6374670255789,2079,1365,549200,59515,3462136.84375,11053.7711121007,White (Non-Hispanic),719ed9,58.06962025316456,8.090200264178819,390.59601700981506,3.6917939180208403,85.22884882108183,10.00813669650122,3.1464734571758757,,
